"","Height","Gender","Age","Race"
"395",65.6059486491543,0,67.37,4
"396",65.9218218145042,0,33.52,3
"397",68.7221299025807,0,73.41,1
"398",69.173275035978,1,23.84,1
"399",73.4225007337691,1,79.19,1
"400",69.6440418381454,1,41.77,0
"401",62.328821993742,0,70,1
"402",72.4307794479599,1,50.25,3
"403",62.2765923471823,1,69.9,4
"404",66.3703959655337,0,100.04,1
"405",68.0672557336037,1,72.85,2
"406",67.1425623331563,1,56.5,1
"407",65.0801550153129,0,49.37,2
"408",76.2766876324073,1,82.26,2
"409",68.3830234607595,0,97.48,1
"410",66.997773192541,1,86.41,3
"411",64.284516183822,0,79.8,3
"412",66.2121034996745,1,52.92,0
"413",68.6170915449928,1,56.56,2
"414",69.4487179902539,1,34.67,1
"415",64.9304985037811,1,53.12,3
"416",69.49183100031,0,72.77,1
"417",71.4573361573762,1,96.2,1
"418",66.28274013764,0,44.47,1
"419",78.1726271869389,1,45.12,1
"420",61.4635270294079,0,90.27,2
"421",69.0396566696862,1,38.31,3
"422",60.3267133164488,0,54.24,2
"423",68.3030816168785,1,71.34,1
"424",62.46194624459,0,39.9,1
"425",61.2772722023107,0,89.26,2
"426",64.6596985930633,0,83.08,3
"427",69.2304197565355,1,59.62,3
"428",73.2343315868528,1,41.73,0
"429",70.7727000240069,1,61.26,3
"430",62.2257096177192,0,99.79,1
"431",60.532249463353,0,72.32,0
"432",61.9217936606636,0,85.77,0
"433",67.7749876517376,0,96.32,0
"434",71.2954949897632,1,89.39,2
"435",71.3436199228572,1,86.81,2
"436",71.3282921749761,1,27.68,2
"437",69.1951672237057,0,96.76,1
"438",59.3862992192676,0,35.09,1
"439",73.4981880646384,1,52.58,0
"440",69.8153204535129,1,63.38,2
"441",69.4256598574051,1,46.95,2
"442",74.6946277999632,1,69.08,2
"443",68.8137464708862,1,71.23,2
"444",69.6198807240887,1,90.24,3
"445",64.5854086277515,0,38.86,1
"446",68.5510878401228,1,45.41,2
"447",68.754453564098,1,67.73,4
"448",70.411656559558,1,81.39,3
"449",69.0768201455172,1,94.27,1
"450",74.5054741542955,1,95.12,3
"451",67.2267591425076,1,41.71,3
"452",67.4221734354834,0,29.37,1
"453",69.7529298780129,1,22.2,2
"454",63.6885006196225,0,99.02,3
"455",67.099263355367,0,62.09,2
"456",66.0192923714989,1,43.78,2
"457",68.6714427933539,1,42.11,0
"458",71.8858089882966,1,79.44,3
"459",64.4079885443822,0,55.53,2
"460",66.1544329832493,1,49.43,1
"461",59.6564253021686,0,92.88,3
"462",70.0028673818085,1,24.74,1
"463",63.794871415053,0,35.14,2
"464",69.5872637506038,1,24.22,3
"465",66.1369431125739,0,76.68,2
"466",64.5207789800503,0,80.49,2
"467",66.2444304519341,1,23.34,1
"468",67.2358247589068,0,35.16,0
"469",64.6090289794997,0,35.09,1
"470",67.3698720455101,1,74.02,1
"471",66.5011131534707,0,72.52,2
"472",58.3234991963426,0,70.69,1
"473",63.1986538708777,0,87.28,3
"474",66.783161503973,0,72.87,1
"475",71.2308597595714,1,68.35,2
"476",71.0368382189759,1,42.87,1
"477",69.980704048931,1,82.88,2
"478",66.6764829486886,1,56.95,2
"479",63.9647777703488,1,66.07,2
"480",66.023700778908,0,51.76,3
"481",60.2038596141743,0,99.54,0
"482",70.9858968435639,1,25.33,2
"483",60.0126880013297,0,64.66,3
"484",69.2624163081058,0,84.33,3
"485",72.5930135299408,1,26.33,0
"486",69.646730615316,1,29.98,2
"487",65.9812116579559,0,48,2
"488",70.3429630868244,1,93.33,2
"489",71.300559235037,1,24.2,1
"490",64.5175851424924,0,40.75,1
"491",63.4369249424763,0,93.63,3
"492",65.2578935004101,0,25.95,2
"493",59.2383956409775,0,58.86,2
"494",63.95725730876,0,40.46,1
"495",68.0169546067442,1,88.87,1
"496",69.8473493451288,1,59.91,2
"497",63.8436854015676,1,79.67,2
"498",65.3450318330054,0,63.72,2
"499",68.4468511573268,1,41.38,2
"500",62.3252849451235,0,28.66,1
"501",61.8656965575036,0,80.27,1
"502",73.6427282963938,1,88.36,1
"503",64.7753355873813,0,94.38,2
"504",67.974190863979,1,58.79,2
"505",67.964895012617,1,47.82,0
"506",74.1859026703851,1,67.43,0
"507",63.97689465677,0,58.05,1
"508",65.7073649017531,0,32.63,2
"509",71.4514505753284,1,97.14,2
"510",63.2556070478623,0,76.95,2
"511",70.2932890542469,1,65.25,1
"512",68.4113840242231,0,64.96,1
"513",62.5867114642877,0,24.93,3
"514",68.9406739359396,1,29,0
"515",70.3184324272079,1,31.6,2
"516",65.1400587687505,1,24.28,2
"517",67.84302921382,1,88.71,0
"518",59.9127334798669,0,36.35,0
"519",72.2014118213451,1,27.43,0
"520",70.7639279194283,1,93.73,1
"521",66.3146984263663,0,99.08,1
"522",61.3849266621818,0,62.37,1
"523",69.0838092515838,0,78.21,1
"524",68.4181693048414,0,23.21,3
"525",70.5630534526484,0,59.73,2
"526",57.973259060018,0,94.61,2
"527",63.2773615711788,0,44.05,1
"528",64.1835501206211,0,25.04,0
"529",64.5881292997251,1,40.26,3
"530",64.258129443343,0,48.93,1
"531",61.149025080647,0,36.32,3
"532",63.0615969337709,0,43.53,1
"533",72.2051986097796,1,46.17,2
"534",73.366417140896,1,100.7,1
"535",63.0545583892945,0,45.54,2
"536",63.0094356815524,0,39.74,1
"537",68.2504610714417,1,21.61,3
"538",66.6099925234553,1,96.27,3
"539",63.4054319065682,0,24.83,2
"540",60.3135356694158,0,75.85,1
"541",70.6428091209576,1,84.02,0
"542",66.736281083652,0,20.6,2
"543",70.1040559131508,0,59.44,3
"544",63.5624846790954,0,57.21,0
"545",70.0978368084362,1,78.98,2
"546",61.0239414831095,0,91.05,2
"547",62.2610474474225,0,56.93,1
"548",64.3229993835779,0,90.05,0
"549",70.5053597309909,1,64.26,1
"550",64.115368442122,0,71.24,2
"551",63.2562142153182,0,26.8,2
"552",63.3606796309032,0,24.61,1
"553",65.4346389401244,0,75.27,3
"554",61.0149120688404,0,30.26,1
"555",68.9376098040541,1,39.2,2
"556",65.7129031793215,1,87.65,0
"557",64.4389825084796,0,20.88,0
"558",65.884215733296,0,81.02,2
"559",69.7166654368058,1,35.86,2
"560",64.3944737302813,1,90.34,2
"561",64.9769731456654,0,99.47,2
"562",70.8755528641822,1,59.43,1
"563",72.2241488231505,1,86.02,1
"564",62.1625695221888,0,53.78,2
"565",69.4327419977322,1,32.59,0
"566",55.2307612751545,0,61.88,1
"567",72.7626937546858,1,44.54,2
"568",64.5076801783475,0,61.72,1
"569",63.3405048508735,1,73.33,0
"570",60.7860962611805,0,70.61,1
"571",62.9553121399211,0,57.34,0
"572",67.8934650360705,1,86.09,2
"573",70.1801686414363,1,89.52,1
"574",74.9943950292055,1,42.21,2
"575",67.0828764759465,0,86.46,1
"576",69.698245788928,1,27.93,2
"577",64.7916260052224,0,100.25,3
"578",63.7892629981713,0,79.35,2
"579",65.379827197255,0,58.36,2
"580",70.1336654964904,1,78.24,3
"581",69.7888976308484,1,54.9,2
"582",66.712961837129,0,73.21,2
"583",70.2017757421279,1,34.92,1
"584",63.427640189401,0,61.15,3
"585",62.5460798702326,0,25.59,2
"586",65.8647563676355,0,66.51,0
"587",65.6351623923236,0,54.24,1
"588",64.0772146159873,0,21.93,1
"589",65.4574123781584,1,21.47,1
"590",69.9207999868848,1,23.57,2
"591",59.9770538752897,0,61.29,0
"592",64.8168712118601,0,62.98,1
"593",70.8601111616073,1,75.28,2
"594",61.9887739113432,0,48.92,0
"595",72.12531719633,1,45.75,1
"596",72.6998931776145,1,88.86,1
"597",76.7654251479299,1,50.88,0
"598",69.8332802926319,1,71.26,2
"599",62.6747287350778,0,88.35,2
"600",69.6967460802209,1,43.05,2
"601",61.2112767940102,0,50.7,3
"602",65.4350796291267,1,59.78,3
"603",72.933366347981,0,97.2,1
"604",68.2585753645178,0,60.74,0
"605",66.5944557740747,1,94.87,1
"606",68.3299974652267,0,84.6,1
"607",69.4967971236281,1,52.27,0
"608",72.9535675285801,1,39.1,2
"609",72.025306997973,1,29.8,2
"610",64.5085017212322,0,66.61,1
"611",62.0262582405448,0,29.34,1
"612",67.4806488005901,0,48.06,2
"613",63.3386335160619,0,95.83,2
"614",64.125349826536,0,82.87,2
"615",61.6174304173014,0,57.43,1
"616",67.7578564236059,1,50.85,3
"617",57.7695897509328,0,46,2
"618",68.8691230280939,1,47.1,0
"619",62.9890151952162,0,22.75,1
"620",63.85958417452,0,66.38,1
"621",65.9520651746671,0,58.66,0
"622",70.3354429724717,1,33.15,1
"623",72.5525414925247,1,24.87,1
"624",66.428309258921,0,99.45,1
"625",63.7975545906002,0,61.12,1
"626",68.6205695144008,1,35.34,2
"627",60.1213628149206,0,80.32,2
"628",68.3345015604359,1,39.43,1
"629",69.3793239449144,1,36.49,1
"630",73.2383596787694,1,30.15,3
"631",62.2689545131116,0,77.54,2
"632",59.555806411437,0,46.86,3
"633",63.5263714025014,1,70.3,2
"634",68.2198691296859,0,86.34,1
"635",62.6538158020654,0,44.12,0
"636",71.0826710769685,1,70.03,1
"637",66.3553448225776,1,51.72,2
"638",65.1980243525026,0,55.02,2
"639",71.0528579893156,1,36.34,1
"640",64.8032982654994,0,43.4,1
"641",68.2377388921734,1,40.49,3
"642",70.5430413385609,1,94.98,2
"643",70.5361370629615,1,57.06,2
"644",66.3035769789715,0,26.47,1
"645",66.2818459221448,0,20.84,1
"646",63.3370592913722,0,31.24,2
"647",75.7876164259782,1,78.55,1
"648",63.586792575731,1,29.07,2
"649",62.6734273222952,0,66.13,1
"650",69.4463915478879,1,84.11,3
"651",69.1112083597809,1,27.45,3
"652",66.4001154874015,1,34.63,2
"653",63.0537429210546,0,62.89,1
"654",60.4288346710856,0,45.62,2
"655",66.6720421347389,1,54.37,1
"656",70.9969638363298,1,88.75,1
"657",58.3362490032753,0,99.16,2
"658",65.4912840956219,1,64.4,2
"659",66.8739969175745,1,99.43,1
"660",70.2687761759623,1,92.48,1
"661",63.7094367991401,0,53.4,2
"662",67.2402537296465,0,99.99,3
"663",67.5544013570746,1,67.04,3
"664",64.1688334581781,0,69.67,1
"665",67.4580096469361,1,70.1,1
"666",65.0855261093084,1,52.85,1
"667",66.2551647688237,0,48.33,1
"668",69.5052524724412,1,90.7,1
"669",68.3013245724206,1,68.4,0
"670",61.4182667226077,0,86.17,1
"671",64.5244037962931,0,98.03,1
"672",64.3745306761106,0,48.18,0
"673",73.5355460989648,1,45.63,3
"674",73.0709281542455,1,52.41,2
"675",63.9342844557309,0,29.5,0
"676",70.702086241832,1,48.63,0
"677",64.7731016845241,0,43.58,2
"678",61.6699372114522,0,73.39,1
"679",69.45735192913,1,100.58,1
"680",63.456767307944,0,35.9,2
"681",68.334127975393,0,69.65,2
"682",70.7929675527786,1,99.37,1
"683",64.6616124838785,0,69.44,2
"684",70.0397215808266,1,55.4,1
"685",63.9476940236476,0,22.47,0
"686",66.1912392779918,0,69.28,3
"687",66.512294152824,0,95.73,0
"688",62.3950163222267,0,38.61,1
"689",61.1610960907533,0,45.73,2
"690",67.862493387446,1,47.31,0
"691",69.3963433751813,1,62.86,3
"692",64.0146652649801,1,34.84,1
"693",63.2474080839335,0,86.28,1
"694",66.498988579236,1,36.85,1
"695",65.2490020272688,0,90.78,1
"696",63.6417426142202,0,100.43,2
"697",58.2748287320101,0,49.39,0
"698",65.9615498157471,1,76.83,1
"699",59.3135593874277,0,27.14,2
"700",69.766282437065,1,27.86,2
"701",61.9979968277129,0,50.77,2
"702",61.7392781605197,0,89.98,2
"703",62.373603098588,0,89.72,2
"704",57.0347504677216,0,66.84,1
"705",69.3869534455013,1,96.62,2
"706",66.804189507567,0,75.13,1
"707",65.187732745972,0,80.94,1
"708",69.0010181538195,1,34.66,3
"709",65.8107778849602,0,85.87,2
"710",66.886662086968,1,54.24,2
"711",62.5800299795468,1,41.96,1
"712",62.7846080309536,1,73.97,2
"713",71.0103272045909,1,68.76,1
"714",62.4658930061377,0,97.96,2
"715",66.1922141205323,1,30.81,2
"716",64.9227644444851,0,42.55,1
"717",73.5967438898845,1,94.37,1
"718",64.2916629037051,1,75.14,0
"719",68.8506843585919,1,42.04,0
"720",72.5709642900768,1,32.69,1
"721",64.997174558702,0,36.94,1
"722",62.2120909433596,0,90.66,1
"723",67.6916196459999,1,48.67,1
"724",60.9605815264231,0,93.4,2
"725",64.071143090548,0,57.87,2
"726",74.6172558646701,1,59.43,2
"727",65.6425756142658,0,34.7,1
"728",66.4365593506229,1,91.55,1
"729",64.52789504294,0,76.64,1
"730",69.462337713771,1,41.5,2
"731",66.7595691744902,0,70.69,1
"732",74.0372889987208,1,35.99,1
"733",62.3928049528483,0,53.02,2
"734",62.7601819395887,0,95.6,2
"735",61.7620721455725,0,42.6,2
"736",70.480307564481,1,93.75,2
"737",69.9399737768971,1,95.35,3
"738",64.4600101795657,0,75,1
"739",64.1644790699578,0,36.87,1
"740",59.7850525937302,0,28.14,2
"741",63.8363546160599,0,92.77,1
